dateTime,latitude,longitude,uaqi,uaqi_category,uaqi_dominant_pollutant,idn_menlhk,idn_menlhk_category,idn_menlhk_dominant_pollutant,co,no2,o3,pm10,pm25,so2,health_general,health_elderly,health_lung_disease,health_heart_disease,health_athletes,health_pregnant,health_children
2024-11-27 05:46:06.600332,-8.306683167235079,-12.799360507805773,143,Unhealthy for Sensitive Groups,co,393,Hazardous,pm25,99.72,152.77,134.47,167.27,81.15,34.25,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 17:07:06.600343,-80.3517088312982,14.988398525810652,212,Very Unhealthy,no2,450,Hazardous,o3,103.16,71.72,16.64,194.57,6.11,108.45,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 07:37:06.600357,-30.469062207937668,142.11549759055703,127,Unhealthy for Sensitive Groups,co,106,Unhealthy for Sensitive Groups,o3,179.24,159.27,85.5,83.52,110.95,107.32,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 07:42:06.600374,-35.89613348276659,99.56256724009302,231,Very Unhealthy,o3,302,Hazardous,no2,33.28,71.08,81.26,104.64,143.94,51.34,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 16:58:06.600385,69.0994614182859,133.47861994975722,142,Unhealthy for Sensitive Groups,pm10,177,Unhealthy,pm25,17.62,52.0,170.76,24.76,19.17,111.55,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 12:08:06.600395,7.858472895050895,106.25223198516642,144,Unhealthy for Sensitive Groups,pm10,170,Unhealthy,so2,71.68,152.12,61.89,132.44,195.53,43.75,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 18:16:06.600406,67.15402616420292,-87.88325695505415,85,Moderate,so2,302,Hazardous,so2,162.01,95.35,85.76,84.67,68.18,15.52,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-20 20:26:06.600417,-52.51144635705978,-11.321841586062675,301,Hazardous,pm25,114,Unhealthy for Sensitive Groups,no2,160.67,39.2,151.83,181.14,124.23,141.93,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 19:35:06.600427,-77.17194998021232,59.846114828457445,454,Hazardous,no2,140,Unhealthy for Sensitive Groups,o3,113.71,149.59,122.89,196.94,105.2,178.92,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 03:23:06.600437,-80.61130892172187,-23.011812854228197,187,Unhealthy,co,285,Very Unhealthy,co,162.66,196.79,55.42,108.21,154.33,178.9,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 01:39:06.600448,17.799322489530454,26.489680099740127,22,Good,pm25,183,Unhealthy,so2,71.32,132.07,38.36,116.92,35.42,40.54,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-24 11:21:06.600460,57.62340254103026,160.02530466794087,178,Unhealthy,pm10,185,Unhealthy,no2,147.18,2.46,59.21,11.81,47.37,9.98,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 21:01:06.600470,-52.21806386081716,-165.091889427621,490,Hazardous,co,230,Very Unhealthy,o3,92.46,143.6,137.57,189.0,82.42,74.85,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 18:56:06.600482,-38.00811671510528,-139.03930519962026,180,Unhealthy,no2,241,Very Unhealthy,co,43.05,82.38,170.32,26.39,92.75,113.73,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 22:23:06.600492,66.14867923428218,-17.32411721676337,449,Hazardous,o3,340,Hazardous,pm25,137.42,78.66,109.23,101.92,142.31,68.43,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 16:54:06.600503,70.71286011501823,13.420802365227132,314,Hazardous,o3,221,Very Unhealthy,pm10,41.07,116.56,144.4,8.84,10.96,73.96,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 06:54:06.600514,-14.647438602152505,127.66849722916862,394,Hazardous,no2,336,Hazardous,pm10,84.39,107.64,113.44,38.88,101.4,18.05,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 20:46:06.600525,-62.639002092149084,-86.21215118544357,460,Hazardous,pm25,372,Hazardous,no2,99.03,165.44,9.3,192.42,169.34,15.72,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 22:25:06.600539,-56.87446826044505,54.68352530323,433,Hazardous,co,141,Unhealthy for Sensitive Groups,pm10,180.08,198.79,123.28,123.92,170.25,141.9,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 09:30:06.600556,-78.37419881036308,-157.66008847841084,458,Hazardous,co,115,Unhealthy for Sensitive Groups,co,70.31,178.48,83.43,82.53,106.21,71.0,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 11:38:06.600567,-51.018353420372605,122.89536428307912,480,Hazardous,pm10,326,Hazardous,so2,165.92,18.94,6.11,6.96,4.81,164.66,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 06:41:06.600577,-64.91194900611345,-54.98172794415228,126,Unhealthy for Sensitive Groups,co,248,Very Unhealthy,so2,39.35,60.22,110.7,139.05,130.46,188.22,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 14:48:06.600593,-5.346451370895906,-29.59086907200907,238,Very Unhealthy,no2,465,Hazardous,co,8.43,111.33,20.79,99.65,101.52,103.67,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 12:14:06.600610,7.10515289300848,46.823061500210486,416,Hazardous,pm25,497,Hazardous,no2,160.93,163.98,24.08,31.46,2.85,142.73,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 23:30:06.600623,18.15383045470125,-104.99497421781393,270,Very Unhealthy,so2,253,Very Unhealthy,so2,187.47,50.29,185.93,179.19,7.71,91.39,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 22:38:06.600634,52.06584754867046,177.04520993127255,379,Hazardous,pm10,4,Good,pm25,199.99,158.61,69.42,104.08,148.29,110.12,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 12:45:06.600645,-34.909259862973215,58.056864168752185,421,Hazardous,no2,232,Very Unhealthy,pm25,74.25,147.52,110.1,52.5,103.44,176.19,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 12:06:06.600656,-15.038465849496447,0.9237754092059447,11,Good,no2,376,Hazardous,pm10,127.16,183.19,145.18,157.54,159.05,127.2,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-24 15:00:06.600667,-31.341236509978366,-30.885202495687366,445,Hazardous,o3,250,Very Unhealthy,co,84.14,61.79,184.66,115.49,68.16,187.72,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 01:00:06.600677,8.567842325045106,-95.58636063980228,353,Hazardous,so2,158,Unhealthy,pm10,197.77,142.14,142.43,80.07,173.04,115.89,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 05:21:06.600688,-45.141576811079226,124.5721096492793,240,Very Unhealthy,o3,206,Very Unhealthy,o3,116.85,48.71,177.66,58.79,44.4,181.42,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 05:57:06.600698,-67.84956362368519,178.91234034950543,317,Hazardous,o3,356,Hazardous,pm10,172.49,15.32,108.6,156.56,70.42,184.6,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 14:50:06.600709,-51.52010298897168,-13.117791557021178,456,Hazardous,co,132,Unhealthy for Sensitive Groups,pm10,116.22,83.33,199.16,86.38,106.75,161.06,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 17:45:06.600719,-8.859555716273576,2.795619273535351,488,Hazardous,so2,13,Good,o3,96.09,16.43,72.39,141.06,23.81,35.95,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 13:03:06.600729,10.691103282833978,35.74554697013076,319,Hazardous,pm10,398,Hazardous,o3,73.22,115.61,140.12,34.71,81.85,60.66,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 16:30:06.600739,-88.57947484637172,149.46243059920243,36,Good,no2,209,Very Unhealthy,no2,24.62,90.59,127.36,88.8,86.14,2.55,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-21 15:29:06.600750,-2.4010455274890745,-61.27541936612366,190,Unhealthy,o3,198,Unhealthy,no2,81.56,10.83,111.71,130.17,168.24,30.45,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 19:42:06.600760,-56.012081304579986,164.9816218395369,216,Very Unhealthy,co,59,Moderate,pm25,23.76,173.6,159.82,169.18,184.5,161.54,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 01:39:06.600771,28.415879676596603,-43.82951787015904,337,Hazardous,no2,86,Moderate,co,39.26,16.43,153.35,24.62,143.21,187.39,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 18:06:06.600781,35.612478493850375,-155.10048528820647,291,Very Unhealthy,so2,36,Good,pm10,157.74,156.18,38.07,50.69,62.05,168.64,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 12:07:06.600796,-10.865013217510096,67.21180833363113,199,Unhealthy,pm25,496,Hazardous,no2,171.69,190.51,14.41,15.24,46.8,95.34,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
